City,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
Rawson,-43.3,-65.1,57.13,36,41,25.97,AR,1602645548
Lüderitz,-26.65,15.16,65.75,37,0,12.59,NA,1602645549
Tual,-5.67,132.75,81.81,82,27,17.22,ID,1602645549
Mana,5.66,-53.78,80.24,82,28,11.1,GF,1602645549
Bathsheba,13.22,-59.52,78.8,88,20,8.05,BB,1602645550
Dunmore East,52.15,-6.99,48.33,83,67,7.0,IE,1602645550
Hithadhoo,-0.6,73.08,83.05,71,100,9.17,MV,1602645550
Teluk Anson,4.03,101.02,83.57,79,20,2.24,MY,1602645550
Cap Malheureux,-19.98,57.61,77.0,74,0,5.99,MU,1602645550
Castries,14.0,-61.01,80.6,83,20,9.17,LC,1602645551
Kualakapuas,-3.01,114.39,93.83,48,100,4.16,ID,1602645551
Saldanha,-33.01,17.94,46.4,81,0,5.82,ZA,1602645551
Tuktoyaktuk,69.45,-133.04,23.0,67,90,10.29,CA,1602645551
Saint Paul Harbor,57.79,-152.41,46.4,75,90,4.7,US,1602645551
Tuluá,4.08,-76.2,69.8,88,40,6.93,CO,1602645384
Castro,-24.79,-50.01,63.93,55,1,2.33,BR,1602645552
Teguise,29.06,-13.56,69.8,77,0,9.17,ES,1602645552
Upernavik,72.79,-56.15,26.89,90,99,1.99,GL,1602645552
Puerto del Rosario,28.5,-13.86,71.6,83,20,10.29,ES,1602645302
Gympie,-26.19,152.66,73.0,53,11,5.01,AU,1602645379
Manaus,-3.1,-60.02,77.88,94,70,2.24,BR,1602645553
Khasan,42.43,130.64,46.15,51,35,15.95,RU,1602645553
Teya,60.38,92.63,31.15,94,100,8.39,RU,1602645553
Thinadhoo,0.53,72.93,82.85,73,100,10.85,MV,1602645553
Birao,10.28,22.79,71.33,89,42,2.48,CF,1602645554
Provideniya,64.38,-173.3,32.0,88,90,2.24,RU,1602645554
Zhezkazgan,47.8,67.71,49.01,59,12,3.94,KZ,1602645554
Petropavlovsk-Kamchatskiy,53.05,158.65,50.0,100,90,22.37,RU,1602645554
Katsuura,35.13,140.3,73.54,62,45,3.0,JP,1602645554
Tondano,1.3,124.91,87.8,70,40,4.7,ID,1602645555
Xining,36.62,101.77,38.35,71,88,2.68,CN,1602645555
Bonavista,48.65,-53.11,42.01,88,0,4.0,CA,1602645555
Malé,4.17,73.51,82.4,83,75,19.46,MV,1602645555
Lompoc,34.64,-120.46,61.77,82,1,3.36,US,1602645555
Severo-Kuril'sk,50.68,156.12,52.88,91,60,6.35,RU,1602645556
Hilo,19.73,-155.09,76.8,65,20,9.17,US,1602645065
Kapaa,22.08,-159.32,80.1,69,20,12.75,US,1602645556
Souillac,-20.52,57.52,75.2,78,40,10.29,MU,1602645556
Ngaoundéré,7.32,13.58,63.61,93,98,1.99,CM,1602645556
Broome,42.25,-75.83,42.96,75,1,4.7,US,1602645557
Asău,46.43,26.4,45.0,83,57,4.68,RO,1602645557
San Jose,37.34,-121.89,71.78,40,1,5.82,US,1602645506
Pak Phanang,8.35,100.2,87.8,74,40,3.36,TH,1602645557
Mahébourg,-20.41,57.7,75.2,78,40,10.29,MU,1602645557
Narsaq,60.92,-46.05,35.6,80,99,3.36,GL,1602645558
Barrow,71.29,-156.79,26.6,53,40,14.99,US,1602645301
Paraná,-31.73,-60.52,66.0,51,100,1.01,AR,1602645558
Nieves,15.33,120.95,86.0,62,75,4.7,PH,1602645558
Almazar,40.32,69.01,48.2,76,20,2.24,UZ,1602645558
Verkhoyansk,67.54,133.38,18.86,90,99,5.3,RU,1602645559
Malindi,-3.22,40.12,77.34,87,72,10.6,KE,1602645559
Khāsh,28.22,61.22,49.87,38,0,6.82,IR,1602645559
Umluj,25.02,37.27,81.81,54,0,8.14,SA,1602645559
Kamenka,51.32,42.77,49.91,67,38,9.48,RU,1602645560
Lexington Park,38.27,-76.45,55.17,77,1,6.93,US,1602645560
Lavrentiya,65.58,-171.0,31.77,88,98,4.38,RU,1602645560
Constitución,-35.33,-72.42,56.19,73,0,7.85,CL,1602645560
Galle,6.04,80.22,81.86,78,100,18.86,LK,1602645561
Kalmunai,7.42,81.82,83.95,58,100,2.84,LK,1602645561
Caravelas,-17.71,-39.25,73.42,95,27,4.29,BR,1602645561
Coquimbo,-29.95,-71.34,53.6,93,90,4.7,CL,1602645561
Jamestown,42.1,-79.24,44.13,75,1,3.36,US,1602645301
Bengkulu,-3.8,102.27,83.75,68,100,1.57,ID,1602645562
Geraldton,-28.77,114.6,73.4,60,90,14.99,AU,1602645562
Powassan,46.03,-79.35,50.29,76,90,6.93,CA,1602645562
Sakakah,29.97,40.21,69.8,18,35,3.36,SA,1602645563
Baykit,61.67,96.37,28.4,93,68,3.38,RU,1602645563
Kahului,20.89,-156.47,79.63,51,40,14.99,US,1602645563
Sabha,27.04,14.43,68.7,67,0,9.64,LY,1602645563
Manggar,-2.88,108.27,85.12,66,100,5.57,ID,1602645563
Tasiilaq,65.61,-37.64,37.4,93,99,10.29,GL,1602645563
Ibrā’,22.69,58.53,74.84,15,0,7.11,OM,1602645564
Butaritari,3.07,172.79,82.47,74,49,17.49,KI,1602645564
São João da Barra,-21.64,-41.05,73.62,88,17,22.24,BR,1602645564
Charters Towers,-20.1,146.27,85.23,31,2,11.92,AU,1602645565
Port Lincoln,-34.73,135.87,80.76,31,35,16.33,AU,1602645565
Esperance,-33.87,121.9,75.2,60,0,8.05,AU,1602645565
La Rioja,42.25,-2.5,51.91,71,90,10.29,ES,1602645565
Faanui,-16.48,-151.75,79.11,72,0,7.76,PF,1602645565
Bethel,41.37,-73.41,52.2,87,1,8.05,US,1602645367
Kawalu,-7.38,108.21,83.3,68,76,4.25,ID,1602645566
Saint Anthony,45.02,-93.22,51.4,37,1,5.82,US,1602645331
Sitka,57.05,-135.33,48.2,76,1,6.93,US,1602645566
Katangli,51.71,143.23,46.51,52,95,8.95,RU,1602645566
Séguéla,7.96,-6.67,69.53,98,29,3.47,CI,1602645567
Mauá,-23.67,-46.46,71.96,33,37,5.82,BR,1602645567
Nikolskoye,59.7,30.79,41.0,100,20,1.95,RU,1602645567
Batemans Bay,-35.72,150.18,61.02,82,100,3.0,AU,1602645567
Pochutla,15.74,-96.47,79.0,85,88,3.33,MX,1602645567
Torbay,47.67,-52.73,40.1,86,20,6.93,CA,1602645568
Son La,21.32,103.9,76.41,73,95,2.82,VN,1602645568
Moose Factory,51.26,-80.61,48.2,70,90,11.41,CA,1602645568
Tupanciretã,-29.08,-53.84,53.02,76,0,5.41,BR,1602645569
Seddon,-37.81,144.89,71.22,56,61,5.82,AU,1602645569
Ketchikan,55.34,-131.65,48.2,81,75,8.05,US,1602645569
Kjøllefjord,70.95,27.35,39.51,90,100,18.7,NO,1602645569
Nieuw Nickerie,5.95,-56.98,80.89,82,0,13.85,SR,1602645569
Praia da Vitória,38.73,-27.07,68.0,88,75,13.0,PT,1602645570
Mayo,38.89,-76.51,56.46,72,1,5.82,US,1602645570
Egvekinot,66.32,-179.17,23.94,90,33,0.74,RU,1602645570
Deputatsky,69.3,139.9,15.78,97,86,2.08,RU,1602645570
Kaabong,3.48,34.15,63.7,81,28,4.03,UG,1602645571
Verkhnyaya Sinyachikha,57.98,61.67,48.33,82,100,9.35,RU,1602645571
Thompson,55.74,-97.86,30.2,86,40,14.99,CA,1602645538
Ilulissat,69.22,-51.1,39.2,48,0,19.46,GL,1602645571
Nueva Gerona,21.88,-82.8,80.02,76,84,14.92,CU,1602645572
São Sebastião,-23.76,-45.41,72.45,76,1,1.81,BR,1602645338
Batagay-Alyta,67.8,130.41,16.12,88,69,3.18,RU,1602645572
Jieshi,22.81,115.83,80.01,72,91,1.99,CN,1602645572
Xinyang,32.12,114.07,58.26,81,100,13.18,CN,1602645539
Rocha,-34.48,-54.33,49.26,94,0,1.3,UY,1602645573
Ust'-Karsk,52.7,118.81,33.64,66,0,6.78,RU,1602645573
Vaitape,-16.52,-151.75,79.97,70,1,7.65,PF,1602645573
Talnakh,69.49,88.4,30.2,100,90,29.08,RU,1602645573
Mbanza-Ngungu,-5.25,14.87,68.92,94,64,8.1,CD,1602645574
Korla,41.76,86.15,55.0,65,0,1.01,CN,1602645410
Cidreira,-30.18,-50.21,59.04,83,0,3.24,BR,1602645574
Beyneu,45.32,55.2,47.19,52,0,9.82,KZ,1602645574
Mount Isa,-20.73,139.5,91.4,27,0,8.05,AU,1602645424
Taoudenni,22.68,-3.98,84.78,20,0,2.01,ML,1602645575
Fougamou,-1.22,10.58,70.57,96,92,1.79,GA,1602645575
Sumbe,-11.21,13.84,72.18,83,57,3.42,AO,1602645576
Tivaouane,14.95,-16.81,77.0,94,20,3.42,SN,1602645576
Hamilton,39.18,-84.53,52.97,87,1,5.93,US,1602645290
Waipawa,-41.41,175.52,52.79,66,100,16.11,NZ,1602645576
Maniitsoq,65.42,-52.9,37.09,93,100,5.99,GL,1602645576
Umm Bāb,25.21,50.81,82.08,54,40,9.17,QA,1602645576
Atambua,-9.11,124.89,88.48,39,1,3.2,ID,1602645577
Luwuk,-0.95,122.79,87.64,56,89,3.96,ID,1602645577
Herrin,37.8,-89.03,56.23,62,1,4.7,US,1602645577
Saint-Pierre,-21.34,55.48,70.47,69,75,4.7,RE,1602645405
Ulaanbaatar,47.91,106.88,32.0,75,20,2.24,MN,1602645517
Xichang,27.9,102.26,65.01,75,93,3.76,CN,1602645578
New Plymouth,-39.07,174.08,54.0,78,27,13.0,NZ,1602645578
Kholm,59.27,32.85,40.21,97,46,4.03,RU,1602645578
Luang Prabang,19.89,102.13,87.08,52,97,2.1,LA,1602645578
Jaciara,-15.97,-54.97,79.88,52,0,2.68,BR,1602645579
Sittwe,20.15,92.9,84.45,76,73,7.16,MM,1602645579
Clyde River,70.47,-68.59,24.8,92,90,8.05,CA,1602645579
Vilyuysk,63.76,121.62,23.09,84,32,8.28,RU,1602645579
Svetlaya,46.54,138.33,47.39,48,1,19.53,RU,1602645580
Ribeira Grande,38.52,-28.7,69.06,80,79,12.71,PT,1602645580
Bukama,-9.2,25.85,69.35,84,3,1.83,CD,1602645580
Bowen,-20.02,148.23,80.6,44,40,19.46,AU,1602645580
Chilliwack,49.17,-121.94,52.72,62,75,17.22,CA,1602645580
Eskişehir,39.78,30.52,51.8,93,0,1.12,TR,1602645581
Coahuayana Viejo,18.73,-103.68,78.96,84,57,1.01,MX,1602645581
Matara,5.95,80.54,81.75,77,100,17.22,LK,1602645581
San Juan,-31.54,-68.54,71.62,30,38,7.9,AR,1602645571
Hong Kong,22.29,114.16,76.64,79,100,5.01,HK,1602645535
Gamba,-2.65,10.0,74.73,85,89,5.46,GA,1602645582
Vyazemskiy,47.54,134.75,35.69,78,5,18.7,RU,1602645582
Comodoro Rivadavia,-45.87,-67.5,51.8,29,0,21.92,AR,1602645582
Gachsaran,30.36,50.8,59.0,38,0,3.56,IR,1602645582
Erzin,36.96,36.2,71.01,79,31,0.94,TR,1602645583
Tobias Barreto,-11.18,-38.0,66.51,94,3,5.48,BR,1602645583
Havelock,34.88,-76.9,69.84,83,1,6.93,US,1602645469
Khatanga,71.97,102.5,16.0,95,93,10.27,RU,1602645583
Husavik,66.04,-17.34,46.4,65,99,18.34,IS,1602645584
Kavaratti,10.57,72.64,81.63,80,73,20.0,IN,1602645584
Cabo San Lucas,22.89,-109.91,75.97,78,90,11.41,MX,1602645584
Dwārka,22.24,68.97,85.53,57,98,11.16,IN,1602645584
Neepawa,50.23,-99.47,41.0,52,75,8.05,CA,1602645585
Cayenne,4.93,-52.33,77.0,94,20,11.52,GF,1602645585
Viedma,-40.81,-63.0,66.99,36,34,3.0,AR,1602645585
Raja,8.46,25.68,69.12,91,96,2.95,SS,1602645586
Junín,-34.58,-60.94,57.99,68,0,4.0,AR,1602645586
Bilibino,68.05,166.44,28.47,96,100,2.51,RU,1602645586
Canchungo,12.07,-16.03,74.91,93,100,4.27,GW,1602645586
Slave Lake,55.28,-114.77,39.2,55,90,5.82,CA,1602645303
Shimoda,34.67,138.95,67.35,77,75,12.75,JP,1602645587
Tabory,58.52,64.55,45.82,86,100,7.94,RU,1602645587
Xiongzhou,25.12,114.3,73.17,83,100,3.8,CN,1602645587
Sidhi,24.42,81.88,82.11,74,72,6.55,IN,1602645587
Pringsewu,-5.36,104.97,89.11,57,76,2.1,ID,1602645588
Hearst,49.68,-83.67,44.33,84,42,12.06,CA,1602645588
Changji,44.02,87.32,51.8,43,0,2.24,CN,1602645588
Oddur,4.12,43.89,72.19,85,65,11.23,SO,1602645588
Tateyama,34.98,139.87,72.09,77,75,12.75,JP,1602645589
East London,-33.02,27.91,53.6,71,13,8.05,ZA,1602645511
San Cristobal,7.77,-72.22,64.71,87,89,2.01,VE,1602645589
Ahipara,-35.17,173.17,61.0,67,99,9.93,NZ,1602645589
Aswān,24.09,32.91,78.98,27,0,8.75,EG,1602645589
Orotukan,62.27,151.7,40.03,66,78,24.76,RU,1602645590
Lorengau,-2.02,147.27,77.34,89,100,5.44,PG,1602645590
Grand Gaube,-20.01,57.66,77.0,74,0,5.99,MU,1602645590
Alta Floresta,-9.88,-56.09,73.67,78,50,2.75,BR,1602645591
Mount Gambier,-37.83,140.77,69.8,56,40,11.41,AU,1602645591
Seoul,37.57,126.98,63.12,55,90,3.36,KR,1602645572
San Ramon,37.78,-121.98,71.06,44,1,3.51,US,1602645582
Loa Janan,-0.58,117.09,84.13,73,99,0.87,ID,1602645592
Yulara,-25.24,130.99,87.8,8,0,17.22,AU,1602645592
Klaksvík,62.23,-6.59,44.6,81,96,3.36,FO,1602645592
Yenagoa,4.92,6.26,73.85,95,95,1.88,NG,1602645592
Airai,-8.93,125.41,80.35,38,36,6.76,TL,1602645593
São Borja,-28.66,-56.0,58.5,72,0,7.92,BR,1602645593
Luanda,-8.84,13.23,75.2,78,75,3.36,AO,1602645593
Saint George,37.1,-113.58,69.96,13,1,2.19,US,1602645593
Nassau,40.75,-73.58,55.81,87,20,8.05,US,1602645580
Waterlooville,50.88,-1.03,50.0,85,100,3.0,GB,1602645594
Smithers,54.78,-127.17,39.2,93,75,1.32,CA,1602645405
Yuxia,34.06,108.63,53.01,93,90,4.47,CN,1602645594
Aguçadoura,41.43,-8.78,50.67,87,0,4.7,PT,1602645594
Vidim,56.41,103.11,32.36,95,97,4.23,RU,1602645594
Pevek,69.7,170.31,31.24,86,98,14.36,RU,1602645595
Lesosibirsk,58.24,92.48,33.17,94,100,5.37,RU,1602645595
Tai’an,36.19,117.12,57.0,81,100,5.91,CN,1602645595
Artesia,33.87,-118.08,79.05,34,1,2.71,US,1602645325
Moyale,3.52,39.06,68.02,88,83,12.21,KE,1602645596
Chivilcoy,-34.9,-60.02,57.63,70,0,4.0,AR,1602645336
Lufkin,31.34,-94.73,62.92,63,1,3.36,US,1602645487
Abhar,36.15,49.22,45.01,51,0,0.25,IR,1602645596
Karratha,-20.74,116.85,100.58,14,0,3.89,AU,1602645596
Dikson,73.51,80.55,30.04,92,100,7.02,RU,1602645597
San Quintín,30.48,-115.95,74.75,56,0,7.49,MX,1602645597
Paamiut,61.99,-49.67,37.22,95,100,4.29,GL,1602645597
Ati,13.22,18.34,84.31,45,0,8.25,TD,1602645597
Manicaragua,22.15,-79.97,77.0,94,20,2.24,CU,1602645597
Tuatapere,-46.13,167.68,48.99,56,85,11.99,NZ,1602645598
Hambantota,6.12,81.12,80.6,100,75,10.29,LK,1602645598
Khovd,48.01,91.64,33.73,87,93,5.68,MN,1602645598
Arman',59.7,150.17,41.68,89,100,6.11,RU,1602645598
Valparaíso,-33.04,-71.63,55.0,72,29,2.35,CL,1602645598
Yangi Marg`ilon,40.43,71.72,50.0,71,0,2.24,UZ,1602645599
Carnarvon,-24.87,113.63,75.2,64,40,16.11,AU,1602645410
Kushima,31.46,131.23,75.2,53,20,11.41,JP,1602645599
Vallenar,-28.57,-70.76,51.66,85,1,2.37,CL,1602645599
Great Yarmouth,52.61,1.73,53.65,93,49,8.99,GB,1602645600
Pangai,-19.8,-174.35,78.8,61,40,16.11,TO,1602645600
Meulaboh,4.14,96.13,86.49,57,37,4.07,ID,1602645600
Naze,28.37,129.48,83.32,66,40,9.17,JP,1602645601
Ban Tak,17.04,99.08,80.6,88,40,2.21,TH,1602645601
Fujin,47.26,132.03,36.28,75,34,16.28,CN,1602645601
Kyshtovka,56.55,76.63,46.89,89,97,13.06,RU,1602645601
Safi,32.3,-9.24,62.62,78,0,7.45,MA,1602645602
Hasaki,35.73,140.83,73.74,64,75,11.41,JP,1602645602
Russell,32.35,-85.2,63.66,93,1,5.14,US,1602645327
Bougouni,11.42,-7.48,74.17,85,45,3.06,ML,1602645603
Canmore,51.08,-115.35,33.12,92,90,12.75,CA,1602645603
Parintins,-2.63,-56.74,73.74,91,93,2.98,BR,1602645603
Biskamzha,53.45,89.53,35.64,87,100,5.84,RU,1602645604
Örnsköldsvik,63.29,18.72,30.2,100,0,4.7,SE,1602645604
Kambove,-10.88,26.6,62.29,97,100,5.75,CD,1602645604
Sulangan,11.14,123.72,79.48,86,100,16.67,PH,1602645604
Tianpeng,30.99,103.94,60.8,93,40,2.24,CN,1602645605
Oranjestad,12.52,-70.03,84.2,74,20,14.99,AW,1602645605
Pemangkat,1.17,108.97,82.81,76,100,7.0,ID,1602645605
Buloh Kasap,2.55,102.76,79.47,87,100,3.13,MY,1602645605
Puerto Escondido,15.85,-97.07,80.6,74,75,3.36,MX,1602645605
Leskovac,43.0,21.95,46.27,100,40,2.24,RS,1602645606
Baker City,44.77,-117.83,54.5,50,1,13.87,US,1602645606
Faya,18.39,42.45,57.18,35,0,2.57,SA,1602645606
Rio Grande,-32.03,-52.1,55.08,87,0,2.98,BR,1602645350
Marsaxlokk,35.84,14.54,65.16,72,20,6.93,MT,1602645607
Fort Nelson,58.81,-122.7,28.4,86,90,4.7,CA,1602645607
Redmond,47.67,-122.12,54.55,79,64,5.3,US,1602645602
Nadym,65.53,72.52,42.13,90,100,18.61,RU,1602645607
Cherskiy,68.75,161.3,34.86,88,100,13.49,RU,1602645608
Olafsvik,64.89,-23.71,47.1,93,100,27.54,IS,1602645608
Tiksi,71.69,128.87,11.82,92,0,5.06,RU,1602645608
Nouakchott,18.09,-15.98,78.8,74,83,4.7,MR,1602645609
Abalak,58.13,68.59,43.23,86,94,8.99,RU,1602645609
Vila Franca do Campo,37.72,-25.43,68.0,77,75,12.75,PT,1602645609
Morris,40.83,-74.53,54.09,76,40,4.7,US,1602645315
Kédougou,12.56,-12.17,74.84,86,84,3.29,SN,1602645609
Ballina,-28.87,153.57,75.45,50,90,17.22,AU,1602645610
Srednekolymsk,67.45,153.68,40.87,67,100,8.68,RU,1602645610
Brae,60.4,-1.35,50.0,81,68,14.99,GB,1602645610
Mahon,39.89,4.27,60.8,77,55,4.7,ES,1602645610
Kaeo,-35.1,173.78,62.73,63,100,4.09,NZ,1602645611
Yumen,40.28,97.2,48.96,42,0,0.22,CN,1602645611
Polunochnoye,60.87,60.42,47.41,84,100,8.34,RU,1602645611
Chalmette,29.94,-89.96,74.46,88,20,4.7,US,1602645612
Calvià,39.57,2.51,63.7,77,8,2.24,ES,1602645612
Ingersoll,43.03,-80.88,55.98,62,75,9.17,CA,1602645612
Mankono,8.06,-6.19,70.05,98,9,4.0,CI,1602645612
Sigulda,57.15,24.86,42.01,95,99,1.01,LV,1602645613
Tuburan,6.64,122.27,86.0,74,40,12.75,PH,1602645613
Ormara,25.21,64.64,79.5,27,0,17.98,PK,1602645613
Hokitika,-42.72,170.97,53.46,60,0,17.11,NZ,1602645613
Aklavik,68.22,-135.01,21.2,73,90,5.82,CA,1602645613
Mehamn,71.04,27.85,37.4,93,75,14.99,NO,1602645614
Bambous Virieux,-20.34,57.76,76.05,78,40,10.29,MU,1602645614
Chik,54.99,82.43,37.4,93,94,8.95,RU,1602645614
Ninh Binh,20.25,105.97,73.13,93,100,24.25,VN,1602645614
Totness,5.88,-56.32,80.91,80,0,11.48,SR,1602645614
Dingle,11.0,122.67,77.61,88,100,7.76,PH,1602645512
Mt. Pleasant,32.79,-79.86,72.86,100,75,4.03,US,1602645615
Carthage,36.86,10.33,55.4,87,40,4.7,TN,1602645615
Dondo,-19.61,34.74,69.42,94,20,2.1,MZ,1602645615
Houston,29.76,-95.36,77.97,74,75,5.82,US,1602645379
Frederiksværk,55.97,12.02,44.42,83,89,4.0,DK,1602645616
Alofi,-19.06,-169.92,77.0,61,75,17.22,NU,1602645616
Puerto Ayacucho,5.66,-67.62,75.61,87,8,1.48,VE,1602645616
Haines Junction,60.75,-137.51,33.04,89,70,1.52,CA,1602645616
Kolpashevo,58.31,82.91,39.92,90,100,12.66,RU,1602645616
Touros,-5.2,-35.46,75.2,94,75,6.93,BR,1602645617
Mirny,62.54,113.96,23.0,85,90,8.95,RU,1602645617
Sergiyevsk,53.94,51.16,45.46,53,100,6.42,RU,1602645617
Tarakan,3.3,117.63,81.23,80,62,2.51,ID,1602645617
Newport,51.59,-3.0,48.54,94,94,1.01,GB,1602645458
Gobabis,-22.45,18.97,60.37,33,0,11.92,NA,1602645618
Rancho Palos Verdes,33.74,-118.39,73.65,36,0,5.12,US,1602645417
Krasnyy Chikoy,50.36,108.75,35.49,70,5,2.91,RU,1602645618
Port Macquarie,-31.43,152.92,78.06,43,0,3.0,AU,1602645618
Fraserburgh,57.69,-2.02,50.68,79,11,20.0,GB,1602645619
Serenje,-13.23,30.24,62.33,91,67,9.46,ZM,1602645619
Siedlce,52.17,22.29,48.0,91,100,15.03,PL,1602645619
Port Hedland,-20.32,118.57,91.4,46,0,10.29,AU,1602645619
Omboué,-1.57,9.26,75.13,86,78,6.6,GA,1602645620
Padang,-0.95,100.35,82.92,65,100,3.2,ID,1602645620
Būlaevo,54.91,70.44,44.17,68,71,10.54,KZ,1602645620
Leningradskiy,69.38,178.42,21.99,87,0,9.66,RU,1602645515
Portland,45.52,-122.68,55.9,62,20,5.82,US,1602645604
Zlobin,45.29,14.65,51.28,87,75,9.17,HR,1602645621
Galveston,29.37,-94.97,74.89,78,1,3.36,US,1602645621
Cua,10.16,-66.89,70.48,77,72,2.26,VE,1602645621
Marshalltown,42.05,-92.91,47.97,52,1,4.7,US,1602645621
Prince Rupert,54.32,-130.32,46.4,87,90,3.36,CA,1602645367
Iqaluit,63.75,-68.51,28.2,86,20,11.41,CA,1602645415
Choix,26.71,-108.32,82.27,47,100,1.25,MX,1602645622
Narasannapeta,18.42,84.05,79.0,90,100,3.74,IN,1602645622
